City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,nuoro,40.3211,9.3297,61.2,70,32,3.33,IT,2023-08-09 23:46:59
303,virginia,37.5481,-77.4467,84.18,64,75,10.36,US,2023-08-09 23:46:59
304,visby,57.6409,18.296,55.81,88,100,11.5,SE,2023-08-09 23:45:19
305,igrim,63.1906,64.4162,51.46,74,38,5.61,RU,2023-08-09 23:47:00
306,letlhakeng,-24.0944,25.0298,52.21,53,3,12.88,BW,2023-08-09 23:47:00
307,daokou,35.5639,114.5058,80.62,81,1,7.47,CN,2023-08-09 23:47:01
308,shingu,33.7333,135.9833,80.47,91,45,12.82,JP,2023-08-09 23:47:01
309,yeed,4.55,43.0333,76.66,58,100,18.97,SO,2023-08-09 23:47:01
310,gladstone,-23.85,151.25,69.73,52,100,10.36,AU,2023-08-09 23:47:02
311,levuka,50.1834,-105.4011,64.13,59,75,17.27,CA,2023-08-09 23:47:02
312,mutuali,-14.8706,37.0044,62.31,74,33,2.98,MZ,2023-08-09 23:47:02
313,robore,-18.3333,-59.75,78.67,47,6,2.08,BO,2023-08-09 23:47:03
314,inhambane,-23.865,35.3833,65.43,74,22,10.4,MZ,2023-08-09 23:47:03
315,kasungu,-13.0333,33.4833,56.07,57,0,4.85,MW,2023-08-09 23:47:03
316,inari,68.906,27.0288,64.6,91,11,1.36,FI,2023-08-09 23:47:04
317,vorkuta,67.5,64.0,50.41,76,70,7.29,RU,2023-08-09 23:47:04
318,misratah,32.3754,15.0925,78.13,63,0,4.92,LY,2023-08-09 23:47:05
319,magadan,59.5667,150.8,63.54,57,35,3.15,RU,2023-08-09 23:47:05
320,jiazi,22.8779,116.067,85.26,74,40,12.66,CN,2023-08-09 23:47:05
321,reyes,-14.3167,-67.3833,81.07,52,5,1.54,BO,2023-08-09 23:47:06
322,dalian,38.9122,121.6022,78.73,69,0,11.18,CN,2023-08-09 23:47:06
323,egilsstadir,65.2653,-14.3948,46.31,71,75,4.61,IS,2023-08-09 23:47:06
324,la mira,18.035,-102.3266,86.05,74,39,3.27,MX,2023-08-09 23:47:07
325,taro,-8.3862,115.28,68.0,82,85,1.41,ID,2023-08-09 23:47:07
326,beledweyne,4.7358,45.2036,74.03,75,85,16.35,SO,2023-08-09 23:47:07
327,mariental,-24.6333,17.9667,59.76,22,31,13.29,NA,2023-08-09 23:47:08
328,torrelavega,43.3494,-4.0479,72.81,83,36,5.01,ES,2023-08-09 23:43:55
329,can gio,10.4167,106.9667,80.17,85,86,8.77,VN,2023-08-09 23:47:09
330,harstad,68.799,16.5293,57.24,73,30,2.8,NO,2023-08-09 23:47:09
331,morehead city,34.7229,-76.726,86.02,77,0,11.5,US,2023-08-09 23:47:09
332,gurupa,-1.405,-51.64,75.83,89,68,4.36,BR,2023-08-09 23:47:10
333,dundaga,57.5167,22.35,50.07,93,100,6.51,LV,2023-08-09 23:47:10
334,sabang,5.8933,95.3214,82.04,75,72,17.13,ID,2023-08-09 23:47:10
335,fort mcmurray,56.7268,-111.381,58.59,88,100,11.5,CA,2023-08-09 23:46:07
336,saudarkrokur,65.7461,-19.6394,42.58,91,76,8.61,IS,2023-08-09 23:47:12
337,caluula,11.9661,50.7569,87.39,63,99,0.63,SO,2023-08-09 23:47:12
338,energetik,51.7445,58.7934,62.56,76,40,13.78,RU,2023-08-09 23:47:13
339,richards bay,-28.783,32.0377,65.97,70,99,3.91,ZA,2023-08-09 23:47:13
340,pokhara,28.2333,83.9833,72.63,94,96,0.29,NP,2023-08-09 23:47:13
341,byron bay,-28.65,153.6167,62.71,52,2,5.79,AU,2023-08-09 23:44:59
342,arno,60.1167,18.6333,57.78,84,100,15.26,SE,2023-08-09 23:47:14
343,lhokseumawe,5.1801,97.1507,75.76,88,97,5.28,ID,2023-08-09 23:47:14
344,la plata,-34.9215,-57.9545,58.03,89,41,6.08,AR,2023-08-09 23:45:01
345,homberg,51.0333,9.4,53.82,87,20,2.3,DE,2023-08-09 23:47:15
346,biedenkopf,50.9167,8.5333,53.67,93,30,2.68,DE,2023-08-09 23:47:15
347,trairi,-3.2778,-39.2689,77.29,83,92,9.64,BR,2023-08-09 23:47:16
348,agri,39.6667,43.1667,69.85,41,0,5.64,TR,2023-08-09 23:47:16
349,young,-32.6833,-57.6333,55.24,86,16,7.83,UY,2023-08-09 23:47:17
350,antsohihy,-14.8796,47.9875,66.67,81,14,4.38,MG,2023-08-09 23:47:17
351,kharan,28.5833,65.4167,87.48,17,26,6.29,PK,2023-08-09 23:47:17
352,ghat,24.9647,10.1728,83.52,17,0,8.99,LY,2023-08-09 23:47:18
353,belozersk,60.0326,37.7957,62.42,94,67,5.32,RU,2023-08-09 23:47:18
354,tsiombe,-25.3,45.4833,65.21,91,2,7.49,MG,2023-08-09 23:47:19
355,kerikeri,-35.2268,173.9474,58.91,82,5,3.0,NZ,2023-08-09 23:47:19
356,koryazhma,61.3143,47.1691,60.55,93,10,3.38,RU,2023-08-09 23:47:19
357,kirgiz-miyaki,53.6324,54.7979,59.56,82,0,3.98,RU,2023-08-09 23:47:19
358,prince rupert,54.3161,-130.3201,59.09,95,75,17.27,CA,2023-08-09 23:44:49
359,coracao de jesus,-16.6853,-44.365,68.59,53,0,9.46,BR,2023-08-09 23:47:20
360,taroa,8.7058,171.2275,82.04,77,61,11.61,MH,2023-08-09 23:47:21
361,olds,51.7834,-114.102,74.25,64,87,11.5,CA,2023-08-09 23:47:21
362,praia da vitoria,38.7333,-27.0667,72.75,94,75,4.81,PT,2023-08-09 23:47:22
363,rikaze,29.25,88.8833,57.56,63,51,2.71,CN,2023-08-09 23:47:22
364,lao cai,22.4833,103.95,78.24,99,100,1.3,VN,2023-08-09 23:47:22
365,san julian,21.0167,-102.1667,64.99,72,42,10.74,MX,2023-08-09 23:47:23
366,prince george,53.9166,-122.753,67.44,70,75,14.97,CA,2023-08-09 23:47:23
367,erseke,40.3378,20.6789,57.94,73,82,1.21,AL,2023-08-09 23:47:23
368,addiet canna,11.2667,37.4833,55.6,89,100,3.67,ET,2023-08-09 23:47:24
369,tinajo,29.0788,-13.7081,74.28,78,20,24.16,ES,2023-08-09 23:47:24
370,kailua-kona,19.6406,-155.9956,86.27,72,40,11.5,US,2023-08-09 23:44:30
371,sharkan,57.2989,53.8712,61.21,85,61,6.13,RU,2023-08-09 23:47:25
372,oppdal,62.5943,9.6912,48.29,88,92,4.68,NO,2023-08-09 23:47:25
373,baoro,5.6667,15.9667,66.42,96,89,1.57,CF,2023-08-09 23:47:25
374,boende,-0.2167,20.8667,72.54,94,93,2.42,CD,2023-08-09 23:47:26
375,revda,56.801,59.9303,60.93,78,92,2.75,RU,2023-08-09 23:47:26
376,gambela,8.25,34.5833,73.44,76,100,2.95,ET,2023-08-09 23:47:27
377,las heras,-46.5419,-68.9359,51.91,64,100,12.75,AR,2023-08-09 23:47:27
378,darwin,-12.4611,130.8418,76.98,69,0,12.66,AU,2023-08-09 23:47:27
379,zierikzee,51.6539,3.9196,62.62,90,4,4.25,NL,2023-08-09 23:47:28
380,ambon,-3.6954,128.1814,83.88,60,98,13.6,ID,2023-08-09 23:47:28
381,atherton,53.5237,-2.4935,67.89,89,100,2.66,GB,2023-08-09 23:47:28
382,coahuayana de hidalgo,18.7,-103.6583,84.43,73,47,3.78,MX,2023-08-09 23:47:29
383,sisimiut,66.9395,-53.6735,40.95,91,100,9.08,GL,2023-08-09 23:47:29
384,iquique,-20.2208,-70.1431,66.24,81,27,0.56,CL,2023-08-09 23:47:29
385,flin flon,54.7682,-101.865,67.84,37,20,5.75,CA,2023-08-09 23:47:30
386,coquimbo,-29.9533,-71.3436,56.93,94,100,2.3,CL,2023-08-09 23:43:53
387,eyl,7.9803,49.8164,76.8,75,45,20.96,SO,2023-08-09 23:47:30
388,westport,41.1415,-73.3579,84.18,58,0,8.05,US,2023-08-09 23:45:08
389,troitsko-pechorsk,62.7084,56.1964,55.98,76,51,4.47,RU,2023-08-09 23:47:31
390,kone,-21.0595,164.8658,69.48,56,33,15.01,NC,2023-08-09 23:47:31
391,constantia,44.1833,28.65,61.7,70,7,11.52,RO,2023-08-09 23:44:06
392,jolo,6.05,121.0167,81.39,82,77,3.6,PH,2023-08-09 23:47:32
393,brindisi,40.5833,17.6667,73.78,42,96,7.05,IT,2023-08-09 23:39:33
394,lospalos,-8.5186,127.0025,73.9,75,60,8.99,TL,2023-08-09 23:47:32
395,hasaki,35.7333,140.8333,86.4,73,86,11.27,JP,2023-08-09 23:47:33
396,quellon,-43.1167,-73.6167,50.25,93,75,6.91,CL,2023-08-09 23:47:33
397,holualoa,19.6228,-155.9522,82.54,72,40,11.5,US,2023-08-09 23:47:33
398,knokke-heist,51.3333,3.3333,59.45,70,2,5.68,BE,2023-08-09 23:44:44
399,jieshi,22.8134,115.8257,85.1,74,43,11.79,CN,2023-08-09 23:47:34
400,khandyga,62.6667,135.6,70.32,41,0,3.06,RU,2023-08-09 23:47:35
401,tateyama,34.9833,139.8667,81.36,77,73,10.09,JP,2023-08-09 23:47:35
402,yangjiang,21.85,111.9667,82.6,77,24,4.65,CN,2023-08-09 23:47:35
403,veraval,20.9,70.3667,80.2,86,100,16.15,IN,2023-08-09 23:47:35
404,san jose del guaviare,2.5729,-72.6459,76.98,83,47,2.91,CO,2023-08-09 23:47:36
405,cannonvale,-20.2833,148.7,67.39,68,49,13.8,AU,2023-08-09 23:47:36
406,dakhla,23.6848,-15.958,69.33,92,5,23.35,EH,2023-08-09 23:47:36
407,la'ie,21.6477,-157.9253,89.56,70,21,21.0,US,2023-08-09 23:47:37
408,shelekhov,52.2139,104.1,62.98,97,100,8.03,RU,2023-08-09 23:47:37
409,woolgoolga,-30.1106,153.2007,66.07,47,10,8.79,AU,2023-08-09 23:47:37
410,bamboo flat,11.7,92.7167,80.69,89,75,3.44,IN,2023-08-09 23:47:37
411,acapulco de juarez,16.8634,-99.8901,87.62,74,75,5.75,MX,2023-08-09 23:46:54
412,macau,22.2006,113.5461,85.86,89,40,2.3,MO,2023-08-09 23:47:38
413,vidyayevo,69.3191,32.8049,64.47,77,0,4.94,RU,2023-08-09 23:47:38
414,vondrozo,-22.8167,47.2833,60.13,98,87,0.85,MG,2023-08-09 23:47:38
415,nizhneangarsk,55.7833,109.55,57.54,98,100,3.53,RU,2023-08-09 23:47:39
416,tazacorte,28.629,-17.9293,74.37,94,0,13.8,ES,2023-08-09 23:47:39
417,eureka,40.8021,-124.1637,73.2,76,41,3.0,US,2023-08-09 23:47:39
418,nova sintra,14.8667,-24.7167,73.24,73,48,17.16,CV,2023-08-09 23:47:40
419,sitka,57.0531,-135.33,58.89,88,100,4.61,US,2023-08-09 23:42:48
420,nguigmi,14.2495,13.1092,77.5,75,100,14.41,NE,2023-08-09 23:47:40
421,zhaoqing,23.0512,112.4597,86.83,81,98,2.95,CN,2023-08-09 23:47:40
422,nikolayevsk-on-amure,53.1406,140.73,67.73,58,68,3.38,RU,2023-08-09 23:47:41
423,sidi aissa,35.8855,3.7724,81.0,28,0,6.31,DZ,2023-08-09 23:47:41
424,kununurra,-15.7667,128.7333,75.18,35,55,3.44,AU,2023-08-09 23:47:41
425,ilebo,-4.3167,20.5833,73.85,67,38,1.43,CD,2023-08-09 23:47:42
426,mogok,22.9167,96.5,66.42,99,100,1.86,MM,2023-08-09 23:47:42
427,galle,6.0367,80.217,79.61,85,100,8.75,LK,2023-08-09 23:47:42
428,okahandja,-21.9833,16.9167,64.71,28,92,9.08,NA,2023-08-09 23:47:42
429,nova xavantina,-14.6667,-52.35,78.53,26,5,1.54,BR,2023-08-09 23:47:43
430,uyuni,-20.4597,-66.825,42.76,25,0,10.29,BO,2023-08-09 23:47:43
431,highfields,-27.4518,151.9463,59.36,62,9,3.58,AU,2023-08-09 23:47:43
432,wuzhen,30.7454,120.4851,86.0,82,19,9.55,CN,2023-08-09 23:47:44
433,cangzhou,38.3167,116.8667,79.72,68,97,4.7,CN,2023-08-09 23:47:44
434,antofagasta,-23.65,-70.4,61.88,83,31,8.21,CL,2023-08-09 23:45:16
435,sao martinho,39.5144,-9.1311,69.3,78,3,1.01,PT,2023-08-09 23:47:44
436,murghob,38.1702,73.9667,52.07,57,0,2.68,TJ,2023-08-09 23:47:45
437,nelson bay,-32.7167,152.15,64.11,68,68,5.99,AU,2023-08-09 23:47:45
438,orapa,-21.2833,25.3667,55.51,48,0,16.44,BW,2023-08-09 23:47:45
439,bam,29.106,58.357,85.82,22,86,11.07,IR,2023-08-09 23:47:45
440,puerto aysen,-45.4,-72.7,44.51,99,100,2.21,CL,2023-08-09 23:46:17
441,broome,42.2506,-75.833,73.78,80,20,6.91,US,2023-08-09 23:47:46
442,busselton,-33.65,115.3333,51.19,83,100,4.36,AU,2023-08-09 23:47:46
443,parral,26.9333,-105.6667,91.51,17,12,13.91,MX,2023-08-09 23:47:48
444,kuala belait,4.5833,114.1833,78.96,78,43,5.03,BN,2023-08-09 23:47:48
445,peniche,39.3558,-9.3811,69.3,95,2,4.32,PT,2023-08-09 23:47:48
446,las khorey,11.1595,48.1967,88.97,51,93,13.22,SO,2023-08-09 23:47:48
447,port hedland,-20.3167,118.5667,66.25,37,4,8.05,AU,2023-08-09 23:47:49
448,kaihua,23.3687,104.28,69.21,94,98,2.3,CN,2023-08-09 23:47:49
449,el calafate,-50.3408,-72.2768,35.11,86,22,1.52,AR,2023-08-09 23:47:49
450,bantogon,6.5333,124.0333,81.9,71,100,3.06,PH,2023-08-09 23:47:50
451,ranau,5.9538,116.6641,76.95,67,43,0.45,MY,2023-08-09 23:47:50
452,yangambi,0.8102,24.4336,71.11,87,88,1.92,CD,2023-08-09 23:47:50
453,nzerekore,7.7562,-8.8179,69.66,99,90,4.03,GN,2023-08-09 23:47:51
454,plouzane,48.3833,-4.6167,64.72,94,0,3.44,FR,2023-08-09 23:47:51
455,beyla,8.6833,-8.6333,69.04,99,94,4.99,GN,2023-08-09 23:47:51
456,makary,12.5717,14.4666,74.37,88,100,8.72,CM,2023-08-09 23:47:51
457,vernon,50.2581,-119.2691,81.61,49,94,2.3,CA,2023-08-09 23:47:52
458,jingdezhen,29.2947,117.2079,81.99,77,78,3.22,CN,2023-08-09 23:47:52
459,saint-felicien,48.6501,-72.4491,70.3,72,75,4.61,CA,2023-08-09 23:47:52
460,okoneshnikovo,54.8377,75.0834,61.34,61,51,5.57,RU,2023-08-09 23:47:52
461,enewetak,11.3474,162.3373,83.57,75,72,14.5,MH,2023-08-09 23:47:53
462,nar'yan-mar,67.6713,53.087,50.04,90,15,5.14,RU,2023-08-09 23:47:53
463,marquette,46.5333,-87.6335,70.16,58,53,4.0,US,2023-08-09 23:47:53
464,simplicio mendes,-7.8539,-41.9103,75.15,53,5,6.67,BR,2023-08-09 23:47:54
465,nyamira,-0.6318,34.6443,60.15,76,28,3.27,KE,2023-08-09 23:47:54
466,pasni,25.2631,63.471,80.74,81,99,11.59,PK,2023-08-09 23:47:54
467,uliastay,47.7417,96.8444,59.09,75,95,1.32,MN,2023-08-09 23:47:54
468,andilamena,-17.0167,48.5833,58.44,93,74,5.28,MG,2023-08-09 23:47:56
469,muravlenko,63.7898,74.523,49.05,75,100,19.62,RU,2023-08-09 23:47:56
470,valognes,49.5088,-1.4705,60.19,100,0,4.61,FR,2023-08-09 23:47:56
471,bahia honda,22.9036,-83.1592,85.12,78,22,7.11,CU,2023-08-09 23:47:56
472,subaykhan,34.8544,40.6083,93.07,25,0,12.91,SY,2023-08-09 23:47:57
473,nan,18.8333,100.6667,73.42,100,75,3.44,TH,2023-08-09 23:47:57
474,alofi,-19.0595,-169.9187,82.29,83,75,6.91,NU,2023-08-09 23:47:57
475,flying fish cove,-10.4217,105.6791,74.88,83,75,12.66,CX,2023-08-09 23:47:57
476,la mure,44.9026,5.7866,64.27,77,0,2.71,FR,2023-08-09 23:47:58
477,agat village,13.3886,144.6585,81.54,93,100,8.05,GU,2023-08-09 23:47:58
478,san luis,-33.295,-66.3356,55.54,41,97,7.94,AR,2023-08-09 23:47:58
479,novobelokatay,55.7062,58.9549,58.1,84,36,2.04,RU,2023-08-09 23:47:58
480,wewak,-3.5534,143.6268,82.44,74,78,4.16,PG,2023-08-09 23:47:59
481,waingapu,-9.6567,120.2641,77.49,72,48,14.07,ID,2023-08-09 23:47:59
482,verkhotur'ye,58.8627,60.8054,63.01,85,98,4.72,RU,2023-08-09 23:47:59
483,as saffaniyah,27.9708,48.73,88.79,66,1,5.17,SA,2023-08-09 23:47:59
484,ankazobe,-18.3167,47.1167,56.59,81,34,6.96,MG,2023-08-09 23:48:00
485,an nuhud,12.7,28.4333,78.87,60,28,7.81,SD,2023-08-09 23:48:00
486,taytay,14.5678,121.1394,86.05,82,40,6.91,PH,2023-08-09 23:48:01
487,pacocha,-17.5833,-71.3333,61.9,86,44,2.46,PE,2023-08-09 23:48:01
488,greenville,35.6127,-77.3663,84.13,65,0,3.44,US,2023-08-09 23:44:37
489,comodoro rivadavia,-45.8667,-67.5,64.26,39,0,10.36,AR,2023-08-09 23:48:02
490,biltine,14.5333,20.9167,74.62,80,100,6.53,TD,2023-08-09 23:48:02
491,ponta delgada,37.7333,-25.6667,74.12,94,75,8.05,PT,2023-08-09 23:48:02
492,mwene-ditu,-7.0,23.45,71.64,34,72,3.91,CD,2023-08-09 23:48:03
493,lerwick,60.1545,-1.1494,51.8,73,90,15.55,GB,2023-08-09 23:48:03
494,makurazaki,31.2667,130.3167,80.58,88,99,17.85,JP,2023-08-09 23:48:03
495,maloye ganyushkino,46.6,49.2667,83.88,29,7,13.69,KZ,2023-08-09 23:48:04
496,pozanti,37.4278,34.8717,70.02,85,0,0.38,TR,2023-08-09 23:48:04
497,mimoso do sul,-21.0642,-41.3664,68.18,94,98,2.59,BR,2023-08-09 23:48:05
498,kerema,-7.9631,145.7785,78.15,67,77,3.18,PG,2023-08-09 23:48:05
499,sao gabriel da cachoeira,-0.1303,-67.0892,76.21,87,53,1.79,BR,2023-08-09 23:48:06
500,new ulm,44.3125,-94.4605,79.56,72,0,0.0,US,2023-08-09 23:48:06
501,airuk,7.2772,168.8203,82.56,75,98,9.46,MH,2023-08-09 23:48:07
502,trincomalee,8.5711,81.2335,81.23,73,100,15.97,LK,2023-08-09 23:48:07
503,bonthe,7.5264,-12.505,77.23,88,100,14.2,SL,2023-08-09 23:48:08
504,mayya,61.7333,130.2811,58.32,49,76,8.48,RU,2023-08-09 23:48:08
505,nuuk,64.1835,-51.7216,41.61,93,75,16.11,GL,2023-08-09 23:48:08
506,yarovoye,52.9273,78.58,66.94,59,72,7.0,RU,2023-08-09 23:48:09
507,linqiong,30.4159,103.4609,80.42,83,96,1.36,CN,2023-08-09 23:48:09
508,urengoy,65.9667,78.3667,48.63,90,99,17.34,RU,2023-08-09 23:48:09
509,mossel bay,-34.1831,22.146,55.33,81,0,4.21,ZA,2023-08-09 23:48:10
510,vilyuchinsk,52.9306,158.4028,66.47,64,50,1.7,RU,2023-08-09 23:48:10
511,queenstown,-31.8976,26.8753,48.42,89,34,1.23,ZA,2023-08-09 23:48:10
512,zhanaozen,43.3,52.8,85.03,34,0,6.44,KZ,2023-08-09 23:48:11
513,deming,32.2687,-107.7586,96.69,16,0,16.11,US,2023-08-09 23:48:11
514,kalispell,48.1958,-114.3129,60.84,88,100,4.61,US,2023-08-09 23:45:42
515,nouadhibou,20.931,-17.0347,71.58,88,40,20.71,MR,2023-08-09 23:48:12
516,xilin hot,43.9667,116.0333,69.39,65,2,6.58,CN,2023-08-09 23:48:13
517,valparaiso,-33.0393,-71.6273,59.0,67,75,9.22,CL,2023-08-09 23:43:53
518,portland,45.5234,-122.6762,83.98,54,75,7.0,US,2023-08-09 23:44:52
519,les cayes,18.2,-73.75,82.38,82,17,4.79,HT,2023-08-09 23:48:14
520,humberto de campos,-2.5983,-43.4611,75.6,89,76,5.99,BR,2023-08-09 23:48:14
521,gazojak,41.1875,61.4036,82.53,30,0,2.33,TM,2023-08-09 23:48:14
522,tucuma,-0.1833,-50.05,76.64,89,29,8.12,BR,2023-08-09 23:48:15
523,dundalk,39.2507,-76.5205,84.38,63,0,5.75,US,2023-08-09 23:48:15
524,kegen,43.0197,79.2203,50.95,73,0,6.2,KZ,2023-08-09 23:48:15
525,errachidia,31.9275,-4.4285,95.05,14,75,20.71,MA,2023-08-09 23:48:16
526,turochak,52.2576,87.1224,57.13,88,23,2.8,RU,2023-08-09 23:48:16
527,de aar,-30.6497,24.0123,55.56,35,0,21.97,ZA,2023-08-09 23:48:16
528,ouadda,8.0777,22.4007,67.3,99,97,2.15,CF,2023-08-09 23:48:17
529,lae,-6.7221,146.9847,75.2,93,100,8.77,PG,2023-08-09 23:48:17
530,awjilah,29.1081,21.2869,77.52,60,0,13.2,LY,2023-08-09 23:48:17
531,midvagur,62.0511,-7.1939,47.23,87,20,10.36,FO,2023-08-09 23:48:18
532,gustavsberg,59.3268,18.3898,56.98,93,100,17.92,SE,2023-08-09 23:48:18
533,bolobo,-2.1667,16.2333,74.03,70,92,2.75,CD,2023-08-09 23:48:18
534,nova russas,-4.7067,-40.5631,77.47,45,63,3.65,BR,2023-08-09 23:48:18
535,lepsy,46.235,78.9456,73.99,39,0,10.31,KZ,2023-08-09 23:48:19
536,nelson,-41.2833,173.2833,38.97,90,100,2.21,NZ,2023-08-09 23:47:40
537,tarnogskiy gorodok,60.4997,43.5761,60.01,96,1,4.7,RU,2023-08-09 23:48:20
538,noumea,-22.2763,166.4572,67.98,69,45,14.47,NC,2023-08-09 23:43:58
539,santana,-0.0583,-51.1817,84.38,79,20,9.22,BR,2023-08-09 23:48:20
540,toliara,-23.35,43.6667,67.44,84,0,14.72,MG,2023-08-09 23:48:21
541,upper hutt,-41.1383,175.0502,43.43,94,100,6.33,NZ,2023-08-09 23:48:21
542,akonolinga,3.7667,12.25,66.42,99,85,3.22,CM,2023-08-09 23:48:21
543,alta,69.9689,23.2717,65.46,73,0,5.75,NO,2023-08-09 23:48:22
544,qamdo,31.1667,97.2333,49.44,69,100,2.64,CN,2023-08-09 23:48:22
545,nettetal,51.3167,6.2833,57.85,92,25,1.14,DE,2023-08-09 23:48:22
546,bac lieu,9.285,105.7244,81.1,81,12,10.78,VN,2023-08-09 23:48:23
547,khorramshahr,30.4397,48.1664,94.95,62,0,4.61,IR,2023-08-09 23:48:23
548,fort st. john,56.2499,-120.8529,75.09,46,75,3.44,CA,2023-08-09 23:47:43
549,tres arroyos,-38.3739,-60.2798,51.89,68,90,12.8,AR,2023-08-09 23:48:24
550,najran,17.4924,44.1277,81.25,13,84,1.25,SA,2023-08-09 23:48:24
551,trail,49.0998,-117.7022,76.68,60,86,1.83,CA,2023-08-09 23:48:24
552,halfway,39.6207,-77.7589,82.2,61,60,1.01,US,2023-08-09 23:48:25
553,les anglais,18.3054,-74.2197,83.14,83,27,4.38,HT,2023-08-09 23:48:25
554,bodo,67.28,14.405,62.78,61,0,11.5,NO,2023-08-09 23:48:25
555,chos malal,-37.3781,-70.2709,54.5,48,53,14.29,AR,2023-08-09 23:48:26
556,santa elena de uairen,4.6167,-61.1333,69.06,86,41,2.64,VE,2023-08-09 23:48:26
557,pimentel,-6.8367,-79.9342,73.69,78,75,13.8,PE,2023-08-09 23:48:26
558,obala,4.1667,11.5333,71.47,97,90,4.59,CM,2023-08-09 23:48:27
559,riachao,-7.3619,-46.6172,77.94,36,3,4.45,BR,2023-08-09 23:48:27
560,ribadesella,43.4614,-5.0596,71.94,89,10,3.22,ES,2023-08-09 23:48:27
561,usogorsk,63.4106,48.6872,59.77,82,47,0.27,RU,2023-08-09 23:48:27
562,yarkovo,57.4028,67.0786,58.53,92,99,4.45,RU,2023-08-09 23:48:28
563,bugene,-1.5911,31.1403,62.19,57,8,2.1,TZ,2023-08-09 23:48:28
564,suntar,62.1444,117.6319,70.59,59,67,7.52,RU,2023-08-09 23:48:28
565,marathon,44.9,-89.7668,71.35,84,100,13.8,US,2023-08-09 23:48:29
566,kocarli,37.7611,27.7058,73.38,73,0,1.14,TR,2023-08-09 23:48:29
567,altay,47.8667,88.1167,61.66,77,4,2.53,CN,2023-08-09 23:48:30
568,kirensk,57.7853,108.1119,63.43,91,100,3.42,RU,2023-08-09 23:48:30
569,mbeya,-8.9,33.45,53.78,88,41,6.35,TZ,2023-08-09 23:48:30
570,horta,38.5333,-28.6333,71.02,91,99,1.99,PT,2023-08-09 23:48:31
